0	0.177156973905261	0.221892460469032	0.092406618199634	0.0664205511422835	0	0	0	0.161999321576782	0	0.0856021256959678	0.128945787235796	0	0.0655775572926742	0
0	0.200352653085393	0	0	0	0.0737468940862045	0.163952408886146	0	0.183210365138091	0.154511263528873	0	0	0	0.0741638180920435	0.150061934926657
0.371132858607372	0	0	0.09976858709227	0.0717122287392802	0	0	0	0.174905691156284	0	0	0.139218805478013	0	0	0.143259833715267
0	0	0	0	0.115929424210279	0	0	0.453988826055095	0	0	0.149408653984986	0	0.280679442840376	0	0
0	0.211793957126955	0.265275937059665	0	0.0794068167392633	0.0779582714968219	0.173315046862361	0	0	0	0	0	0.192253702905289	0	0
0	0	0	0.314051064642972	0	0.221617516225284	0	0	0	0.464323316614152	0	0	0	0	0
0.296685577210287	0	0	0.0797555381110547	0.0573271363155094	0.0562813702971423	0.12512345570572	0	0.139820537941007	0	0.0738826258481029	0	0	0.0565995539257431	0.11452267152079
0	0	0	0	0.162282654932976	0.159322282292605	0.354201655470091	0	0	0	0	0	0	0	0.324192771153352
0	0.186569389863442	0	0	0.0699494997449906	0	0	0.273927792609132	0.170606405825349	0	0.0901501984937443	0	0	0.0690617173184046	0.139738422276151
0	0	0.232108263363314	0	0	0	0	0.272083381335774	0.169457678362487	0	0.0895431989599855	0	0.168216060608907	0.0685967107969184	0
0	0	0	0	0.191664328114996	0	0	0	0	0	0.247015022076329	0.372088265586145	0	0.189231770013448	0
0	0	0	0.414018191954069	0	0.292161669559227	0	0	0	0	0	0	0	0.293813389474141	0
0	0	0	0	0.121121503806672	0.118911996042715	0	0	0	0.249139207623081	0.156100152965201	0.23513968780654	0	0.119584258466059	0
0.332181564182341	0	0	0	0.0641858562537496	0	0	0	0	0.132026212233894	0	0.124607453893507	0.15540187915414	0.0633712246205687	0.128224366407783
0	0.22412702601895	0.280723339107988	0	0	0	0.183407433075682	0	0	0	0.108298021975684	0	0.203448914491287	0	0
